gencode.v44.primary_assembly.annotation.gtf.gz	GENCODE_v44	2026-08-08	31ae5d8f663834d98014421072ac5643002ffc635dd0a320d09e8e6e1623de58
gencode.v44.transcripts.fa.gz	GENCODE_v44	2026-08-08	50a4143885523829c2fc8b1399b97c136ead8f313457165b855d63751a4e63f4
GRCh38.p14.genome.fa.gz	GENCODE_v44	2026-08-08	d4a6321c5f3492e712ab38eca56e5875dc8ed40ec127e64171feeab1958d4593
GRCh38.primary_assembly.genome.fa.gz	GENCODE_v44	2026-08-08	e9a2d5a5cd225293646ae298998ad4ea8c11e8f22729bc2d6f5c3dcfefbf8ef8
