SRR11149644	4481313
SRR11149643	4839623
SRR11149651	5299698
SRR11149654	15551519
SRR11149646	18825506
SRR11149641	22771812
SRR11149652	23535730
SRR11149640	24493057
SRR11149647	32827682
SRR11149642	37287311
SRR11149656	42831806
SRR11149648	43405809
SRR11149637	51923847
SRR11149638	52646776
SRR11149655	53008253
SRR11149636	53398586
SRR11149639	54169460
SRR11149635	54868680
SRR11149649	54901337
SRR11149650	62915604
SRR11149645	64615906
SRR11149653	86689145
